YEAR,MONTH,DAY,T2M_MAX,T2M_MIN,T2M_RANGE
2004,4,15,43.98,25.88,18.1
2004,4,16,44.86,26.35,18.51
2004,4,17,45.16,27.07,18.09
2004,4,18,42.88,26.15,16.73
2004,4,19,42.84,25.83,17.02
2004,4,20,40.43,25.7,14.73
2004,4,21,41.9,26.35,15.55
2004,4,22,43.1,27.3,15.8
2004,4,23,39.98,27,12.98
2004,4,24,37.4,24.74,12.66
2004,4,25,37.98,23.85,14.12
2004,4,26,38.26,23.93,14.34
2004,4,27,38.47,24.75,13.72
2004,4,28,40.33,25.62,14.71
2004,4,29,42.37,25.57,16.8
2004,4,30,42.65,28.37,14.27
2004,5,1,40.9,27.46,13.44
2004,5,2,39.23,24.79,14.45
2004,5,3,39.26,20.94,18.32
2004,5,4,40.47,24.98,15.48
2004,5,5,42.6,25.73,16.87
2004,5,6,43.47,26.48,16.99
2004,5,7,44.17,25.98,18.2
2004,5,8,43.94,26.77,17.17
2004,5,9,43.94,27.63,16.31
2004,5,10,44.82,28.42,16.4
2004,5,11,45.46,28.8,16.66
2004,5,12,45.68,28.04,17.64
2004,5,13,43.88,31.33,12.55
2004,5,14,45.69,31.44,14.25
2004,5,15,46.41,32.15,14.27
2004,5,16,46.24,30.76,15.48
2004,5,17,44.96,30.63,14.33
2004,5,18,45.86,31.77,14.09
2004,5,19,46.65,30.65,16.01
2004,5,20,45.69,29.73,15.95
2004,5,21,44.1,29.44,14.66
2004,5,22,44.21,29.37,14.84
2004,5,23,44.13,28.37,15.75
2004,5,24,41.8,29.62,12.19
2004,5,25,37.34,26.8,10.55
2004,5,26,39.06,27.46,11.6
2004,5,27,40.26,27.65,12.61
2004,5,28,41.4,28.46,12.95
2004,5,29,40.53,26.87,13.66
2004,5,30,41.87,27.76,14.11
2004,5,31,42.53,25.71,16.82
2004,6,1,43.83,28.45,15.37
2004,6,2,44.19,29.74,14.45
2004,6,3,42.94,30.03,12.91
2004,6,4,43.89,29.87,14.02
2004,6,5,42.88,30.55,12.34
2004,6,6,39.56,30.53,9.03
2004,6,7,39.58,28.75,10.83
2004,6,8,41.28,28.76,12.52
2004,6,9,41.23,29.48,11.76
2004,6,10,39.95,30.26,9.7
2004,6,11,39.58,30.44,9.13
2004,6,12,39.69,30.76,8.92
2004,6,13,32.05,26.81,5.24
2004,6,14,33.53,26.54,7
2004,6,15,34.14,26.96,7.19
2004,6,16,34.97,26.95,8.02
2004,6,17,35.45,26.45,9
2004,6,18,34.54,26.42,8.12
2004,6,19,34.05,26.94,7.12
2004,6,20,29.51,26.32,3.19
2004,6,21,32.9,26.51,6.38
2004,6,22,35.52,26.71,8.81
2004,6,23,35.83,26.65,9.19
2004,6,24,37.53,25.56,11.96
2004,6,25,36.72,26.46,10.25
2004,6,26,37.72,26.49,11.22
2004,6,27,36.7,26.84,9.86
2004,6,28,37.64,26.49,11.15
2004,6,29,39.15,27.42,11.73
2004,6,30,39.48,28,11.48
2004,7,1,39.47,27.24,12.23
2004,7,2,37.66,28.4,9.25
2004,7,3,34.43,27.31,7.12
2004,7,4,33.19,26.12,7.07
2004,7,5,32.46,27.13,5.33
2004,7,6,32.44,26.64,5.81
2004,7,7,32.33,26.49,5.84
2004,7,8,31.8,26.2,5.61
2004,7,9,32.25,25.4,6.84
2004,7,10,33.9,25.3,8.59
2004,7,11,35.95,26.19,9.77
2004,7,12,35.46,26.47,8.99
2004,7,13,32.48,26.91,5.57
2004,7,14,33.87,25.93,7.95
2004,7,15,33.65,26.82,6.84
2004,7,16,31.72,25.64,6.08
2004,7,17,31.4,26.28,5.12
2004,7,18,32.33,25.3,7.03
2004,7,19,33.17,26.04,7.13
2004,7,20,35.87,25.05,10.82
2004,7,21,37.3,26.23,11.07
2004,7,22,35.19,27.1,8.09
2004,7,23,33.04,25.12,7.91
2004,7,24,33.51,25.48,8.03
2004,7,25,31.19,26.01,5.19
2004,7,26,33.18,25.97,7.22
2004,7,27,33.73,25.43,8.3
2004,7,28,34.24,26.15,8.09
2004,7,29,33.67,25.82,7.85
2004,7,30,33.8,25.99,7.81
2004,7,31,32.7,26.08,6.62
2004,8,1,32.95,24.94,8.01
2004,8,2,31.53,25.98,5.55
2004,8,3,32.18,25.65,6.52
2004,8,4,33.48,25.96,7.52
2004,8,5,32.93,26.02,6.9
2004,8,6,32.18,26.28,5.9
2004,8,7,32.63,25.78,6.84
2004,8,8,31.82,26.58,5.24
2004,8,9,32.17,25.44,6.73
2004,8,10,33.06,25.99,7.07
2004,8,11,31.83,25.99,5.84
2004,8,12,32.36,26.06,6.3
2004,8,13,32.15,25.69,6.47
2004,8,14,31.5,25.75,5.76
2004,8,15,33.26,25.88,7.38
2004,8,16,32.36,25.46,6.9
2004,8,17,33.09,25.72,7.38
2004,8,18,33.32,25.73,7.59
2004,8,19,32.35,26.31,6.05
2004,8,20,31.37,25.76,5.61
2004,8,21,32.32,25.58,6.73
2004,8,22,30.5,26.3,4.2
2004,8,23,32.74,25.92,6.83
2004,8,24,31.19,26.09,5.1
2004,8,25,32.83,25.45,7.38
2004,8,26,32.78,25.4,7.38
2004,8,27,31.24,25.56,5.69
2004,8,28,31.08,25.08,6
2004,8,29,31.28,25.2,6.08
2004,8,30,31.87,25.5,6.38
2004,8,31,33.49,25.76,7.73
2004,9,1,34.01,24.8,9.22
2004,9,2,34.14,25,9.15
2004,9,3,35.15,24.66,10.48
2004,9,4,34.98,24.73,10.24
2004,9,5,35.62,25.85,9.76
2004,9,6,35.15,24.81,10.34
2004,9,7,35.76,25.14,10.62
2004,9,8,36.86,25.51,11.34
2004,9,9,37.46,24.59,12.87
2004,9,10,32.1,25.42,6.68
2004,9,11,28.76,24.75,4.01
2004,9,12,32.15,24.23,7.93
2004,9,13,33.58,24.23,9.35
2004,9,14,32.87,23.62,9.25
2004,9,15,32.6,23.36,9.24
2004,9,16,32.41,22.37,10.04
2004,9,17,31.3,22.69,8.6
2004,9,18,28.37,22.23,6.15
2004,9,19,28.3,24.33,3.98
2004,9,20,30.76,24.41,6.34
2004,9,21,31.34,23.69,7.66
2004,9,22,32.82,24.04,8.78
2004,9,23,32.8,24.66,8.12
2004,9,24,32.57,25.08,7.48
2004,9,25,33.19,23.89,9.3
2004,9,26,30.15,23.49,6.66
2004,9,27,34.45,23.08,11.38
2004,9,28,34.18,23.53,10.64
2004,9,29,34.88,22.56,12.32
2004,9,30,34.68,23.11,11.57
2004,10,1,34.67,24.64,10.02
2004,10,2,31.98,24.75,7.23
2004,10,3,31.7,24.11,7.59
2004,10,4,33.8,22.37,11.42
2004,10,5,33.15,22.76,10.39
2004,10,6,32.91,22.87,10.04
2004,10,7,32.65,23.31,9.34
2004,10,8,34.15,22.11,12.05
2004,10,9,35.32,20.86,14.46
2004,10,10,34.98,21.01,13.96
2004,10,11,34.31,21.48,12.84
2004,10,12,32.8,21.98,10.81
2004,10,13,33.5,21.88,11.62
2004,10,14,31.09,20.95,10.14
2004,10,15,32.37,18.01,14.36
2004,10,16,32.56,16.62,15.94
2004,10,17,31.87,16.16,15.7
2004,10,18,32.31,16.52,15.79
2004,10,19,32.5,16.12,16.39
2004,10,20,32.39,17.37,15.02
2004,10,21,32.16,18.16,14.01
2004,10,22,32.99,18.01,14.98
2004,10,23,32.32,17.84,14.48
2004,10,24,32.16,18.94,13.22
2004,10,25,31.89,18.44,13.44
2004,10,26,32.12,16.78,15.34
2004,10,27,31.37,17.92,13.44
2004,10,28,31.94,18.53,13.41
2004,10,29,31.76,19.34,12.41
2004,10,30,31.91,17.76,14.15
2004,10,31,31.31,16.93,14.38
2004,11,1,31.22,16.48,14.74
2004,11,2,30.65,14.63,16.02
2004,11,3,30.3,14.36,15.95
2004,11,4,28.83,13.44,15.39
2004,11,5,29.57,14.73,14.84
2004,11,6,30.14,14.47,15.67
2004,11,7,29.83,16.03,13.8
2004,11,8,31.28,15.12,16.16
2004,11,9,30.16,15.5,14.66
2004,11,10,29.35,13.95,15.4
2004,11,11,29.68,15.98,13.7
2004,11,12,30.49,14.9,15.59
2004,11,13,30.86,15.98,14.88
2004,11,14,31.23,13.57,17.66
2004,11,15,31.28,13.67,17.6
2004,11,16,29.58,13.55,16.04
2004,11,17,29.51,13.59,15.92
2004,11,18,28.74,14.4,14.34
2004,11,19,29.62,15.43,14.19
2004,11,20,30.39,14.48,15.91
2004,11,21,29.43,14.33,15.1
2004,11,22,28.35,14.75,13.6
2004,11,23,28.38,15.69,12.7
2004,11,24,28.59,15.29,13.31
2004,11,25,28.87,15.4,13.46
2004,11,26,28.65,16.75,11.91
2004,11,27,28.77,16.08,12.7
2004,11,28,28.58,15.19,13.4
2004,11,29,28,14.01,13.99
2004,11,30,27.83,14.14,13.7
2004,12,1,27.95,14.59,13.37
2004,12,2,27.87,14.48,13.39
2004,12,3,27.71,13.33,14.38
2004,12,4,28.31,12.76,15.55
2004,12,5,28.34,12.27,16.07
2004,12,6,28.08,11.36,16.73
2004,12,7,27.09,13.51,13.59
2004,12,8,26.37,13.23,13.14
2004,12,9,25.44,12.33,13.12
2004,12,10,25.72,12.3,13.41
2004,12,11,26.31,12.2,14.12
2004,12,12,26.78,12.51,14.27
2004,12,13,25.46,12.98,12.48
2004,12,14,26.9,12.11,14.78
2004,12,15,26.46,10.67,15.79
2004,12,16,26.21,10.8,15.41
2004,12,17,25.98,11.66,14.32
2004,12,18,24.98,11.76,13.22
2004,12,19,25.7,11.01,14.69
2004,12,20,26.31,11.98,14.34
2004,12,21,28.03,11.9,16.13
2004,12,22,27.08,12.31,14.77
2004,12,23,26.99,12.22,14.77
2004,12,24,25.85,14.11,11.74
2004,12,25,25.71,13,12.71
2004,12,26,23.05,9.4,13.65
2004,12,27,23.73,6.8,16.93
2004,12,28,23.18,7.23,15.95
2004,12,29,23.69,6.76,16.93
2004,12,30,24.13,8.65,15.48
2004,12,31,25.2,12.33,12.87
2005,1,1,25.04,13.51,11.53
2005,1,2,23.98,14.37,9.61
2005,1,3,27.83,13.06,14.78
2005,1,4,26.53,13.14,13.39
2005,1,5,25.13,9.45,15.68
2005,1,6,26.47,10.3,16.17
2005,1,7,25.25,9.94,15.31
2005,1,8,24.52,8.23,16.3
2005,1,9,24.8,8.47,16.33
2005,1,10,26.93,9.71,17.23
2005,1,11,25.63,11.06,14.57
2005,1,12,23.94,11.84,12.1
2005,1,13,23.73,8.82,14.91
2005,1,14,26.95,8.7,18.25
2005,1,15,28.13,11.02,17.11
2005,1,16,28.4,11.49,16.92
2005,1,17,26.15,12.48,13.67
2005,1,18,26.29,12.43,13.86
2005,1,19,22.91,9.64,13.28
2005,1,20,23.9,7.33,16.56
2005,1,21,24.52,8.8,15.73
2005,1,22,23.79,12.55,11.23
2005,1,23,25.23,10.84,14.39
2005,1,24,22.3,7.78,14.52
2005,1,25,22.24,10.35,11.89
2005,1,26,24.98,9.69,15.28
2005,1,27,27.48,11.63,15.85
2005,1,28,18.08,12.58,5.5
2005,1,29,25.08,11.57,13.52
2005,1,30,25.54,13.83,11.71
2005,1,31,18.48,13.41,5.06
2005,2,1,23.5,12.19,11.31
2005,2,2,23.92,8.46,15.46
2005,2,3,24.83,7.62,17.22
2005,2,4,26.16,7.83,18.34
2005,2,5,28.19,9.75,18.45
2005,2,6,28.19,12.17,16.02
2005,2,7,30.3,13.01,17.29
2005,2,8,27.16,14.26,12.91
2005,2,9,29.57,14.6,14.97
2005,2,10,31.13,14.12,17.01
2005,2,11,32.66,15.55,17.12
2005,2,12,33.02,15.12,17.9
2005,2,13,31.11,15.4,15.7
2005,2,14,31.91,15.17,16.74
2005,2,15,31.8,15.33,16.47
2005,2,16,30.76,16.91,13.85
2005,2,17,32.7,18.56,14.14
2005,2,18,32.63,16.13,16.5
2005,2,19,34.05,18.37,15.66
2005,2,20,32.39,18.44,13.95
2005,2,21,31.89,13.93,17.96
2005,2,22,28.8,14.22,14.58
2005,2,23,28.38,13.52,14.86
2005,2,24,29.46,10.14,19.33
2005,2,25,31.43,12.97,18.46
2005,2,26,32.55,14.01,18.54
2005,2,27,32.69,13.83,18.86
2005,2,28,34.28,16.19,18.08
2005,3,1,35.92,16.8,19.12
2005,3,2,36.88,18.62,18.26
2005,3,3,36.72,18.69,18.02
2005,3,4,38.23,21.05,17.17
2005,3,5,38.32,21.38,16.94
2005,3,6,37.33,19.29,18.04
2005,3,7,36.61,21.15,15.46
2005,3,8,31.09,20.44,10.66
2005,3,9,33.56,18.99,14.57
2005,3,10,29.47,19.74,9.73
2005,3,11,30.75,19.19,11.56
2005,3,12,31.81,17.08,14.73
2005,3,13,32.89,17.51,15.38
2005,3,14,34.83,17.9,16.92
2005,3,15,34.15,17.67,16.48
2005,3,16,35.65,20.66,15
2005,3,17,37.15,19.83,17.32
2005,3,18,38.59,21.89,16.7
2005,3,19,39.88,21.62,18.26
2005,3,20,39.41,20.65,18.76
2005,3,21,40.12,20.83,19.29
2005,3,22,40.05,22.89,17.15
2005,3,23,37.62,21.49,16.13
2005,3,24,32.55,22.09,10.47
2005,3,25,35.01,18.13,16.88
2005,3,26,36.81,17.49,19.33
2005,3,27,38.98,21.64,17.35
2005,3,28,39.05,21.4,17.65
2005,3,29,38.65,22.4,16.26
2005,3,30,38.84,21.99,16.85
2005,3,31,37.69,23.4,14.29
2005,4,1,37.04,18.55,18.49
2005,4,2,38.44,20.98,17.45
2005,4,3,37.94,18.56,19.38
2005,4,4,38.37,21.01,17.37
2005,4,5,39.73,19.93,19.8
2005,4,6,39.8,20.91,18.89
2005,4,7,42.58,21.8,20.79
2005,4,8,42.89,24.58,18.32
2005,4,9,41.11,27.57,13.54
2005,4,10,38.78,22.4,16.39
2005,4,11,36.26,19.09,17.16
2005,4,12,37.37,16.66,20.71
2005,4,13,38.48,17.71,20.77
2005,4,14,39.84,19.76,20.08
2005,4,15,42.21,23.66,18.55
2005,4,16,42.58,26.21,16.36
2005,4,17,42.22,23,19.22
2005,4,18,41.02,22.65,18.37
2005,4,19,41.37,26.4,14.97
2005,4,20,42.58,24.46,18.12
2005,4,21,42.06,26.23,15.84
2005,4,22,43.2,24.76,18.45
2005,4,23,44.4,25.47,18.94
2005,4,24,41.71,28.86,12.85
2005,4,25,38.67,28.03,10.64
2005,4,26,41.36,24.91,16.45
2005,4,27,42.27,26.68,15.59
2005,4,28,40.67,26.07,14.6
2005,4,29,40.5,26.26,14.24
2005,4,30,35.04,24.83,10.22
2005,5,1,37.89,21.55,16.35
2005,5,2,38.42,25.19,13.23
2005,5,3,39.98,25.58,14.39
2005,5,4,39.4,26.49,12.91
2005,5,5,39.74,26.04,13.7
2005,5,6,40.73,26.98,13.75
2005,5,7,40.8,25.29,15.52
2005,5,8,41.17,25.78,15.4
2005,5,9,42.05,27.24,14.81
2005,5,10,42.08,25.39,16.69
2005,5,11,41.82,24.19,17.62
2005,5,12,42.44,25.58,16.85
2005,5,13,43.88,25.4,18.47
2005,5,14,44.8,27.99,16.81
2005,5,15,43.73,25.7,18.02
2005,5,16,45.53,26.57,18.96
2005,5,17,46.45,26.68,19.77
2005,5,18,45.4,29.68,15.73
2005,5,19,44.49,28.22,16.27
2005,5,20,45.67,28.82,16.85
2005,5,21,44.86,27.22,17.64
2005,5,22,43.97,27.88,16.09
2005,5,23,45.21,29.01,16.21
2005,5,24,45.36,29.92,15.43
2005,5,25,45.82,29.32,16.51
2005,5,26,45.69,30.19,15.5
2005,5,27,45.27,29,16.27
2005,5,28,44.4,30.3,14.1
2005,5,29,45.45,29.24,16.21
2005,5,30,44.15,29.47,14.69
2005,5,31,44.98,29.69,15.28
2005,6,1,44.25,30.02,14.23
2005,6,2,45.8,29.03,16.77
2005,6,3,45.77,29.26,16.51
2005,6,4,45.14,31.23,13.91
2005,6,5,45.41,29.68,15.73
2005,6,6,45.49,30.68,14.81
2005,6,7,44.9,32.43,12.47
2005,6,8,44.26,31.62,12.64
2005,6,9,44.19,30.37,13.83
2005,6,10,44.88,30.37,14.51
2005,6,11,45.8,33.1,12.71
2005,6,12,45.73,30.48,15.25
2005,6,13,45.39,30.41,14.98
2005,6,14,45.83,29.78,16.05
2005,6,15,46.48,31.69,14.78
2005,6,16,45.93,31.72,14.21
2005,6,17,46.45,31.44,15.02
2005,6,18,47.6,32.12,15.48
2005,6,19,46.43,34.01,12.41
2005,6,20,47.21,33.53,13.68
2005,6,21,43.68,33.8,9.88
2005,6,22,39.61,30.69,8.91
2005,6,23,39.62,30.56,9.06
2005,6,24,38.52,31.98,6.54
2005,6,25,37.3,29.5,7.8
2005,6,26,38.56,29.83,8.72
2005,6,27,40.86,29.61,11.25
2005,6,28,39.23,29.44,9.78
2005,6,29,32.2,27.1,5.1
2005,6,30,34.26,26.06,8.2
2005,7,1,34.49,26.5,7.98
2005,7,2,36.14,26.81,9.34
2005,7,3,35.87,26.96,8.91
2005,7,4,33.29,26.76,6.52
2005,7,5,33.67,26.26,7.41
2005,7,6,34.44,25.68,8.75
2005,7,7,37.19,27.05,10.14
2005,7,8,39,28.43,10.58
2005,7,9,39.64,28.56,11.08
2005,7,10,39.14,29.05,10.09
2005,7,11,34.79,28.3,6.49
2005,7,12,31.28,27.33,3.96
2005,7,13,31.22,26.52,4.7
2005,7,14,30.43,25.95,4.48
2005,7,15,31.78,25.46,6.32
2005,7,16,31.06,24.53,6.53
2005,7,17,31.54,25.11,6.43
2005,7,18,33.05,25.35,7.7
2005,7,19,32.9,25.87,7.04
2005,7,20,33.19,26.34,6.85
2005,7,21,32.2,26.92,5.28
2005,7,22,31.78,26.15,5.62
2005,7,23,32.83,26.42,6.41
2005,7,24,33.38,26.55,6.84
2005,7,25,33.78,25.49,8.29
2005,7,26,32.57,26.21,6.36
2005,7,27,31.58,26.48,5.09
2005,7,28,33.06,26.2,6.86
2005,7,29,34.36,26.54,7.82
2005,7,30,34.41,26.44,7.98
2005,7,31,34.51,26.93,7.59
2005,8,1,34.7,26.7,8
2005,8,2,34.49,26.76,7.73
2005,8,3,31.94,26.64,5.3
2005,8,4,32.9,26.35,6.54
2005,8,5,33.51,26.75,6.77
2005,8,6,31.68,26.23,5.45
2005,8,7,29.8,26.13,3.66
2005,8,8,32.61,25.72,6.89
2005,8,9,33.82,25.58,8.24
2005,8,10,33.19,24.9,8.29
2005,8,11,33.87,24.64,9.22
2005,8,12,31.86,26.12,5.73
2005,8,13,34.66,25.44,9.23
2005,8,14,33.54,26.2,7.34
2005,8,15,32.28,26.72,5.56
2005,8,16,33.24,26.56,6.68
2005,8,17,32.86,25.9,6.96
2005,8,18,33.99,25.99,8.01
2005,8,19,32.37,26.72,5.66
2005,8,20,31.66,26.07,5.59
2005,8,21,32.17,25.94,6.23
2005,8,22,30.62,25.74,4.88
2005,8,23,30.03,25.62,4.41
2005,8,24,30.18,25.22,4.96
2005,8,25,32.3,25.07,7.23
2005,8,26,33.25,24.8,8.45
2005,8,27,33.01,24.4,8.6
2005,8,28,33.22,24.49,8.72
2005,8,29,33.55,24.76,8.8
2005,8,30,33.75,24.53,9.22
2005,8,31,34.01,24.67,9.34
2005,9,1,34.13,25.14,8.99
2005,9,2,33.3,26.05,7.24
2005,9,3,33.31,26.4,6.91
2005,9,4,32.28,25.06,7.22
2005,9,5,31.45,25.73,5.73
2005,9,6,30.5,25.19,5.3
2005,9,7,31.2,24.94,6.25
2005,9,8,31.78,25.1,6.68
2005,9,9,33.12,24.67,8.45
2005,9,10,31.77,24.93,6.84
2005,9,11,32.19,24.28,7.91
2005,9,12,31.22,24.93,6.29
2005,9,13,31.21,25.29,5.92
2005,9,14,29.05,24.98,4.08
2005,9,15,29.12,24.77,4.35
2005,9,16,29.69,24.55,5.13
2005,9,17,31.08,24.01,7.07
2005,9,18,30.51,24.16,6.34
2005,9,19,31.5,24.96,6.54
2005,9,20,32.51,23.98,8.52
2005,9,21,32.09,24.55,7.54
2005,9,22,32.13,24.79,7.35
2005,9,23,32.44,25.05,7.4
2005,9,24,33.09,24.41,8.68
2005,9,25,32.93,24.8,8.12
2005,9,26,31.7,23.47,8.23
2005,9,27,32.26,23.58,8.7
2005,9,28,32.36,22.81,9.55
2005,9,29,33.48,22.39,11.09
2005,9,30,33.72,22.01,11.71
2005,10,1,34.01,23.06,10.95
2005,10,2,33.4,23.6,9.8
2005,10,3,31.41,22.73,8.7
2005,10,4,33.41,22.63,10.78
2005,10,5,33.92,22.8,11.12
2005,10,6,33.78,22.05,11.73
2005,10,7,33.83,21.13,12.7
2005,10,8,34.37,22.01,12.34
2005,10,9,33.94,23.73,10.2
2005,10,10,34.71,23.05,11.66
2005,10,11,34.86,23.58,11.28
2005,10,12,35.86,23.9,11.95
2005,10,13,35.14,23.49,11.64
2005,10,14,32.87,24.48,8.39
2005,10,15,30.61,23.15,7.46
2005,10,16,33.3,22.03,11.27
2005,10,17,33.41,23.15,10.27
2005,10,18,32.22,23.92,8.3
2005,10,19,30.36,21.28,9.07
2005,10,20,29.45,20.89,8.56
2005,10,21,28.76,21.01,7.73
2005,10,22,30.13,20.49,9.64
2005,10,23,30.77,19.46,11.31
2005,10,24,31.66,20.14,11.52
2005,10,25,32.25,19.31,12.94
2005,10,26,32.53,19.72,12.81
2005,10,27,32.13,19.44,12.7
2005,10,28,31.14,17.84,13.3
2005,10,29,30.8,18.73,12.07
2005,10,30,31.12,17.51,13.61
2005,10,31,30.45,18.6,11.85
2005,11,1,29.62,16.61,13.01
2005,11,2,30.13,16.82,13.31
2005,11,3,30.48,16.53,13.95
2005,11,4,31.04,16.96,14.08
2005,11,5,30.33,16.21,14.12
2005,11,6,29.04,13.54,15.5
2005,11,7,28.53,12.07,16.46
2005,11,8,29.07,14.11,14.96
2005,11,9,28.98,14.24,14.73
2005,11,10,28.95,12.04,16.91
2005,11,11,29.14,12.72,16.42
2005,11,12,29.12,12.73,16.4
2005,11,13,29.39,12.78,16.61
2005,11,14,29.24,12.62,16.62
2005,11,15,28.96,12.31,16.65
2005,11,16,29.54,12.33,17.21
2005,11,17,29.37,11.91,17.45
2005,11,18,28.99,11.21,17.77
2005,11,19,28.02,10.95,17.07
2005,11,20,26.91,10.71,16.2
2005,11,21,27.31,12.65,14.66
2005,11,22,28.67,11.55,17.12
2005,11,23,29.23,12.03,17.2
2005,11,24,29.25,13.4,15.85
2005,11,25,28.19,14.13,14.05
2005,11,26,28.55,12.12,16.43
2005,11,27,28.5,12.64,15.86
2005,11,28,29.01,14.09,14.91
2005,11,29,29.01,13.63,15.38
2005,11,30,29.34,13.24,16.1
2005,12,1,29.35,12.94,16.4
2005,12,2,28.91,15.54,13.38
2005,12,3,28.37,13.71,14.66
2005,12,4,27.87,12.37,15.51
2005,12,5,27.13,9.65,17.48
2005,12,6,26.79,8.47,18.32
2005,12,7,25.79,9.19,16.59
2005,12,8,26.08,9.4,16.68
2005,12,9,25.54,9.84,15.7
2005,12,10,24.69,9.05,15.62
2005,12,11,24.82,8.4,16.42
2005,12,12,24.73,8.15,16.59
2005,12,13,24.52,7.5,17.02
2005,12,14,24.19,7.44,16.76
2005,12,15,23.9,8.09,15.81
2005,12,16,24.18,8.64,15.54
2005,12,17,24.84,8.77,16.07
2005,12,18,24.56,8.64,15.93
2005,12,19,25.12,9.51,15.61
2005,12,20,26.02,10.18,15.84
2005,12,21,27.25,11.35,15.9
2005,12,22,27.26,11.18,16.08
2005,12,23,26.87,12.8,14.07
2005,12,24,24.15,12.66,11.49
2005,12,25,23.67,10.43,13.24
2005,12,26,25.24,8.48,16.77
2005,12,27,25.16,8.05,17.12
2005,12,28,25.69,8.48,17.2
2005,12,29,25.44,8.78,16.66
2005,12,30,25.44,8.93,16.51
2005,12,31,26.24,10.23,16.02
2006,1,1,27.25,11.76,15.48
2006,1,2,28.49,10.71,17.78
2006,1,3,28.27,10.47,17.81
2006,1,4,27.59,11.53,16.05
2006,1,5,26.09,9.48,16.61
2006,1,6,25.82,8.27,17.55
2006,1,7,26.44,9.73,16.71
2006,1,8,26.25,9.22,17.03
2006,1,9,25.91,7.37,18.54
2006,1,10,25.22,8.3,16.93
2006,1,11,26.55,6.96,19.59
2006,1,12,28.18,8.22,19.95
2006,1,13,27.47,9.75,17.72
2006,1,14,27.62,9.54,18.09
2006,1,15,27.72,9.49,18.23
2006,1,16,28.52,10.69,17.82
2006,1,17,30.81,11.58,19.23
2006,1,18,31.08,13.62,17.47
2006,1,19,30.82,13.56,17.26
2006,1,20,30.17,14.11,16.06
2006,1,21,28.62,13.01,15.61
2006,1,22,27.17,9.44,17.73
2006,1,23,26.94,12.09,14.84
2006,1,24,24.17,8.28,15.88
2006,1,25,24.19,6.59,17.59
2006,1,26,24.17,7.04,17.13
2006,1,27,25.84,7.5,18.34
2006,1,28,26.78,8.22,18.56
2006,1,29,27.66,9.3,18.37
2006,1,30,29.67,10.58,19.09
2006,1,31,31.08,11.02,20.06
2006,2,1,30.4,13.34,17.05
2006,2,2,30.9,12.8,18.09
2006,2,3,31.15,12.3,18.86
2006,2,4,29.31,12.17,17.14
2006,2,5,30.47,11.3,19.17
2006,2,6,30.3,11.73,18.57
2006,2,7,28.24,12.39,15.85
2006,2,8,29.54,13.01,16.52
2006,2,9,29.32,13.45,15.87
2006,2,10,29.37,13.55,15.82
2006,2,11,30.58,13.33,17.26
2006,2,12,31.56,13.19,18.38
2006,2,13,31.97,13.67,18.3
2006,2,14,34.66,14.5,20.16
2006,2,15,35.44,18.67,16.77
2006,2,16,34.5,16.21,18.3
2006,2,17,35.25,15.73,19.52
2006,2,18,34.97,17.21,17.75
2006,2,19,34.69,16.63,18.05
2006,2,20,34.5,18.39,16.11
2006,2,21,35.88,17.76,18.12
2006,2,22,36.25,17.07,19.18
2006,2,23,36.72,17.13,19.59
2006,2,24,36.99,18.33,18.66
2006,2,25,36.65,17.78,18.88
2006,2,26,38.59,17.69,20.9
2006,2,27,37.19,18.24,18.94
2006,2,28,35.73,19.37,16.37
2006,3,1,35,17.96,17.04
2006,3,2,32.56,19.49,13.07
2006,3,3,34.2,15.94,18.26
2006,3,4,34.23,17.95,16.27
2006,3,5,34.57,18.79,15.78
2006,3,6,35.4,16.71,18.7
2006,3,7,36.39,18.23,18.16
2006,3,8,33.62,21.1,12.52
2006,3,9,35.87,18.66,17.2
2006,3,10,32.95,20.01,12.95
2006,3,11,21.92,17.76,4.17
2006,3,12,29.99,15.08,14.91
2006,3,13,30.9,17.5,13.4
2006,3,14,33.62,19.94,13.68
2006,3,15,33.65,18.39,15.27
2006,3,16,31.55,18.26,13.28
2006,3,17,32.19,15.96,16.22
2006,3,18,32.35,13.63,18.72
2006,3,19,33.25,14.11,19.14
2006,3,20,35.01,15.05,19.95
2006,3,21,36.99,18.94,18.05
2006,3,22,34.58,16.76,17.84
2006,3,23,34.77,15.97,18.8
2006,3,24,37.84,16.9,20.94
2006,3,25,40.05,21.24,18.8
2006,3,26,40.64,21.2,19.44
2006,3,27,37.77,20.76,17.02
2006,3,28,37.24,19.33,17.91
2006,3,29,37.83,19.2,18.63
2006,3,30,36.75,17.53,19.21
2006,3,31,37.8,18.87,18.95
2006,4,1,38.55,19.67,18.89
2006,4,2,40.58,22.21,18.37
2006,4,3,40.56,21.23,19.33
2006,4,4,39.87,22.99,16.88
2006,4,5,40.15,20.61,19.54
2006,4,6,41.07,22.62,18.44
2006,4,7,41.48,22.71,18.77
2006,4,8,42.15,23.12,19.04
2006,4,9,42.14,23.16,18.98
2006,4,10,42.65,24.79,17.87
2006,4,11,42.03,26.49,15.54
2006,4,12,41.04,24.35,16.69
2006,4,13,41.73,24.16,17.56
2006,4,14,41.23,23.8,17.44
2006,4,15,41.66,23.15,18.52
2006,4,16,38.8,27.63,11.16
2006,4,17,33.06,26.9,6.16
2006,4,18,34.26,22.67,11.59
2006,4,19,34.31,21.05,13.27
2006,4,20,37.52,21.32,16.2
