YEAR,MONTH,DAY,T2M_MAX,T2M_MIN,T2M_RANGE
1982,1,1,24.17,8.84,15.32
1982,1,2,25.4,8.51,16.89
1982,1,3,26.02,10.08,15.93
1982,1,4,27,12.34,14.65
1982,1,5,26.86,13.41,13.45
1982,1,6,28.02,15.45,12.57
1982,1,7,26.3,12.62,13.67
1982,1,8,26.72,11.79,14.93
1982,1,9,27.47,11.33,16.13
1982,1,10,25.18,13.67,11.51
1982,1,11,23.76,10.33,13.43
1982,1,12,25.31,10.86,14.45
1982,1,13,25.38,11.33,14.05
1982,1,14,25.7,12.22,13.48
1982,1,15,25.65,12.28,13.38
1982,1,16,25.9,11.03,14.88
1982,1,17,24.95,10.88,14.08
1982,1,18,25.22,8.47,16.75
1982,1,19,26.05,8.69,17.38
1982,1,20,25.92,9.54,16.38
1982,1,21,26.28,10.59,15.7
1982,1,22,27.97,15.87,12.09
1982,1,23,29.42,15.61,13.81
1982,1,24,29.75,15.31,14.44
1982,1,25,29.86,15.05,14.81
1982,1,26,27.24,14.04,13.2
1982,1,27,20.15,12.54,7.61
1982,1,28,26.43,10.26,16.18
1982,1,29,26.2,12.25,13.95
1982,1,30,21.48,10.9,10.58
1982,1,31,20.18,11.88,8.3
1982,2,1,21.98,9.84,12.13
1982,2,2,23.87,9.86,14.02
1982,2,3,24.23,10.96,13.27
1982,2,4,23.98,11.78,12.2
1982,2,5,24.15,10.35,13.8
1982,2,6,23.76,7.86,15.9
1982,2,7,24.08,6.79,17.29
1982,2,8,25.78,7.99,17.78
1982,2,9,25.86,9.81,16.05
1982,2,10,25.89,8.19,17.7
1982,2,11,27.15,11.4,15.75
1982,2,12,29.13,12.07,17.05
1982,2,13,28.84,14.46,14.38
1982,2,14,27.44,12.68,14.76
1982,2,15,25.69,13.03,12.66
1982,2,16,22.62,12.06,10.56
1982,2,17,27.63,12.53,15.11
1982,2,18,29.05,13.4,15.66
1982,2,19,29.44,15.07,14.36
1982,2,20,28.53,15.14,13.39
1982,2,21,29.65,14.76,14.88
1982,2,22,27.49,12.88,14.61
1982,2,23,26.61,12.13,14.47
1982,2,24,26.29,10.5,15.79
1982,2,25,26.4,10.99,15.41
1982,2,26,28.33,10.39,17.95
1982,2,27,27.98,12.26,15.7
1982,2,28,29.23,13.47,15.77
1982,3,1,27.67,17.44,10.23
1982,3,2,20.74,13.44,7.3
1982,3,3,26.52,12.91,13.62
1982,3,4,26.49,9.94,16.55
1982,3,5,22.89,13.05,9.84
1982,3,6,25.87,13.19,12.69
1982,3,7,27.76,12.36,15.4
1982,3,8,28.67,11.13,17.54
1982,3,9,29.06,13.57,15.49
1982,3,10,29.62,13.01,16.61
1982,3,11,32.07,16.4,15.66
1982,3,12,30.98,16.73,14.26
1982,3,13,29.83,11.72,18.12
1982,3,14,31.36,12.2,19.16
1982,3,15,32.23,13.05,19.18
1982,3,16,33.54,15.66,17.87
1982,3,17,36.55,17.71,18.84
1982,3,18,35.01,17.04,17.98
1982,3,19,33.79,15.98,17.81
1982,3,20,34.49,15.57,18.92
1982,3,21,34.23,15.73,18.49
1982,3,22,36.29,17.33,18.95
1982,3,23,37.22,19.27,17.95
1982,3,24,35.3,20.82,14.48
1982,3,25,34.94,20.48,14.45
1982,3,26,32.05,18.06,13.98
1982,3,27,33.05,16.43,16.63
1982,3,28,34.65,15.51,19.15
1982,3,29,36.11,19.73,16.38
1982,3,30,35.58,19.8,15.79
1982,3,31,37.17,20.83,16.34
1982,4,1,37.8,19.4,18.39
1982,4,2,39.5,20.01,19.48
1982,4,3,38.86,19.65,19.21
1982,4,4,39.68,23.96,15.72
1982,4,5,37.2,23.4,13.79
1982,4,6,41.02,21.48,19.55
1982,4,7,40.39,23.4,16.98
1982,4,8,37.12,20.52,16.59
1982,4,9,36.94,18.15,18.8
1982,4,10,38.45,21.64,16.8
1982,4,11,39.75,23.05,16.7
1982,4,12,40.32,20.81,19.51
1982,4,13,40.5,22.42,18.08
1982,4,14,40.55,23.75,16.8
1982,4,15,42.67,24.05,18.62
1982,4,16,42.35,24.43,17.92
1982,4,17,41.36,25.12,16.23
1982,4,18,39.26,26.43,12.84
1982,4,19,35.55,23.64,11.91
1982,4,20,35.13,22.96,12.17
1982,4,21,38.19,24.43,13.77
1982,4,22,39.61,23,16.61
1982,4,23,40.33,23.16,17.17
1982,4,24,41.3,24.52,16.79
1982,4,25,41.5,26.59,14.91
1982,4,26,40.88,26.26,14.63
1982,4,27,38.94,23.87,15.07
1982,4,28,39.66,24.4,15.27
1982,4,29,39.58,23.85,15.73
1982,4,30,39.9,23.32,16.57
1982,5,1,40.98,23.92,17.05
1982,5,2,41.87,26.13,15.74
1982,5,3,42.15,25.77,16.38
1982,5,4,41.55,25.06,16.48
1982,5,5,42.07,23.83,18.23
1982,5,6,43.4,24.12,19.28
1982,5,7,42.76,26.06,16.71
1982,5,8,43.23,27.41,15.83
1982,5,9,43.39,29.62,13.77
1982,5,10,43.4,29.54,13.86
1982,5,11,41.94,28.65,13.28
1982,5,12,41.76,27.81,13.95
1982,5,13,39.89,29.15,10.74
1982,5,14,41.38,27.58,13.8
1982,5,15,38.29,25.48,12.8
1982,5,16,36.72,24.15,12.56
1982,5,17,37.71,20.44,17.27
1982,5,18,39.85,23.02,16.83
1982,5,19,42.07,26.65,15.42
1982,5,20,41.51,26.69,14.82
1982,5,21,41.26,26.74,14.52
1982,5,22,41.48,28.28,13.2
1982,5,23,41.13,27.61,13.52
1982,5,24,38.94,27.9,11.03
1982,5,25,41.13,26.97,14.16
1982,5,26,43.28,29.46,13.82
1982,5,27,44.08,30.22,13.87
1982,5,28,44.18,28.46,15.72
1982,5,29,45.01,29.01,16
1982,5,30,44.11,29.33,14.77
1982,5,31,44.62,29.19,15.44
1982,6,1,44.47,29.38,15.09
1982,6,2,44.77,29.99,14.78
1982,6,3,43.73,28.95,14.77
1982,6,4,37.01,28.54,8.47
1982,6,5,33.66,27.23,6.45
1982,6,6,38.38,27.2,11.17
1982,6,7,34.72,26.87,7.84
1982,6,8,33.22,28.52,4.7
1982,6,9,41.7,26.96,14.74
1982,6,10,44,30.46,13.55
1982,6,11,43.88,29.78,14.09
1982,6,12,41.44,28.93,12.51
1982,6,13,40.9,29.13,11.77
1982,6,14,38.68,30.02,8.66
1982,6,15,38.07,28.82,9.25
1982,6,16,39.48,29.39,10.09
1982,6,17,39.62,28.9,10.73
1982,6,18,40.19,29.44,10.75
1982,6,19,39.58,28.52,11.06
1982,6,20,39.06,27.6,11.46
1982,6,21,34.65,28.52,6.13
1982,6,22,34.7,27.6,7.11
1982,6,23,36.15,26.96,9.19
1982,6,24,40.37,27.19,13.18
1982,6,25,42.02,27.3,14.71
1982,6,26,41.85,26.76,15.09
1982,6,27,42.61,29.02,13.59
1982,6,28,42.32,28.18,14.13
1982,6,29,42.02,28.99,13.02
1982,6,30,40.64,30.22,10.42
1982,7,1,42.9,29.22,13.69
1982,7,2,43.05,29.38,13.66
1982,7,3,42.32,31.54,10.78
1982,7,4,45.19,30.06,15.12
1982,7,5,45.34,30.8,14.55
1982,7,6,43.85,29.41,14.44
1982,7,7,43.12,30.56,12.55
1982,7,8,42.44,31.87,10.56
1982,7,9,40.26,30.61,9.65
1982,7,10,40.17,29.98,10.19
1982,7,11,34.4,30.3,4.09
1982,7,12,36.79,28.43,8.36
1982,7,13,36.47,28.29,8.18
1982,7,14,35.18,28.1,7.08
1982,7,15,33.45,27.62,5.84
1982,7,16,35.94,27.51,8.44
1982,7,17,37.44,28.37,9.06
1982,7,18,39.92,29.11,10.81
1982,7,19,40.67,28.69,11.97
1982,7,20,38.89,28.68,10.21
1982,7,21,39.18,28.01,11.16
1982,7,22,32.44,28.59,3.84
1982,7,23,35.08,27,8.09
1982,7,24,36,28.01,7.99
1982,7,25,33.02,27.18,5.84
1982,7,26,31.29,26.32,4.96
1982,7,27,33.92,25.28,8.64
1982,7,28,32.85,26.26,6.59
1982,7,29,32.68,24.93,7.75
1982,7,30,32.63,24.62,8.02
1982,7,31,34.18,25.94,8.23
1982,8,1,34.7,26.29,8.41
1982,8,2,34.07,27.12,6.95
1982,8,3,35.89,26.37,9.52
1982,8,4,34.8,26.79,8.02
1982,8,5,30.03,26.01,4.02
1982,8,6,34.73,26.3,8.44
1982,8,7,35.08,26.8,8.28
1982,8,8,33.4,26.34,7.06
1982,8,9,32.92,25.66,7.26
1982,8,10,33.31,25.73,7.58
1982,8,11,35.16,25.74,9.43
1982,8,12,33.85,26.51,7.34
1982,8,13,32.8,24.65,8.15
1982,8,14,35.65,25.49,10.16
1982,8,15,34.07,26.67,7.4
1982,8,16,33.49,26.29,7.2
1982,8,17,34.3,25.74,8.56
1982,8,18,35.19,26.48,8.72
1982,8,19,34.73,26.51,8.22
1982,8,20,32.8,26.85,5.95
1982,8,21,33.23,26.73,6.51
1982,8,22,33.81,25.98,7.83
1982,8,23,33.7,26.39,7.31
1982,8,24,31.21,26.1,5.11
1982,8,25,32.67,25.05,7.62
1982,8,26,32.65,25.14,7.51
1982,8,27,33.57,26.29,7.28
1982,8,28,32.96,25.52,7.44
1982,8,29,29.66,25.2,4.45
1982,8,30,29.51,24.99,4.51
1982,8,31,29.14,24.87,4.27
1982,9,1,31.48,23.76,7.71
1982,9,2,32.14,23.69,8.45
1982,9,3,32.73,24.27,8.45
1982,9,4,31.15,25.76,5.41
1982,9,5,32.28,25.15,7.12
1982,9,6,32.69,25.94,6.75
1982,9,7,31.64,25.9,5.73
1982,9,8,29.82,25.19,4.62
1982,9,9,33.26,25.1,8.16
1982,9,10,30.8,26.1,4.7
1982,9,11,30.23,25.3,4.93
1982,9,12,30.38,25.25,5.13
1982,9,13,29.22,24.33,4.9
1982,9,14,31.26,22.87,8.38
1982,9,15,31.57,22.8,8.77
1982,9,16,32.51,23.41,9.09
1982,9,17,32.05,23.19,8.86
1982,9,18,32.29,22.63,9.66
1982,9,19,32.08,22.71,9.38
1982,9,20,32.59,22.91,9.68
1982,9,21,33.14,21.58,11.55
1982,9,22,33.05,21.56,11.49
1982,9,23,32.01,23.01,9
1982,9,24,31.05,24.22,6.83
1982,9,25,31.31,22.22,9.09
1982,9,26,31.53,22.55,8.98
1982,9,27,30.97,19.9,11.06
1982,9,28,31.15,18.64,12.51
1982,9,29,33.52,18.72,14.8
1982,9,30,33.57,20.13,13.44
1982,10,1,33.15,19.55,13.59
1982,10,2,33.49,20.44,13.05
1982,10,3,33.83,20.12,13.72
1982,10,4,32.98,19.23,13.75
1982,10,5,33.37,19.5,13.87
1982,10,6,33.44,20.29,13.16
1982,10,7,33.24,19.3,13.94
1982,10,8,31.98,20.69,11.28
1982,10,9,33.49,21.16,12.33
1982,10,10,34.44,21.15,13.3
1982,10,11,33.61,20.3,13.3
1982,10,12,32.9,20.54,12.37
1982,10,13,33.57,20.15,13.42
1982,10,14,33.51,21.48,12.05
1982,10,15,34.01,23.06,10.95
1982,10,16,34.76,22.94,11.8
1982,10,17,33.97,22.94,11.03
1982,10,18,33.48,21.65,11.84
1982,10,19,34.04,21.37,12.67
1982,10,20,31.58,22.93,8.65
1982,10,21,32.73,21.94,10.78
1982,10,22,30.05,21.51,8.55
1982,10,23,28.8,21.11,7.7
1982,10,24,31.58,19.19,12.38
1982,10,25,32.08,18.8,13.28
1982,10,26,32.8,19.16,13.63
1982,10,27,33.15,18.38,14.77
1982,10,28,32.79,17.9,14.88
1982,10,29,32.65,17.49,15.16
1982,10,30,32.31,17.87,14.44
1982,10,31,32.3,17.76,14.54
1982,11,1,31.87,16.92,14.95
1982,11,2,32.05,16.73,15.33
1982,11,3,32.08,16.78,15.3
1982,11,4,31.18,15.24,15.94
1982,11,5,31.85,15.46,16.39
1982,11,6,32.41,16.06,16.35
1982,11,7,32.19,18.21,13.98
1982,11,8,30.75,19.61,11.14
1982,11,9,24.23,19.19,5.04
1982,11,10,24.48,18.58,5.89
1982,11,11,27.17,19.09,8.09
1982,11,12,26.23,16.99,9.25
1982,11,13,27.74,14.18,13.55
1982,11,14,30.03,14.84,15.19
1982,11,15,30.46,15.62,14.84
1982,11,16,30.08,15.64,14.44
1982,11,17,31.4,16.16,15.24
1982,11,18,30.57,17.23,13.34
1982,11,19,31,16.5,14.5
1982,11,20,31.34,17.74,13.59
1982,11,21,26.14,18.99,7.15
1982,11,22,29.41,17.3,12.12
1982,11,23,28.69,15.77,12.91
1982,11,24,26.17,11.87,14.3
1982,11,25,26.14,10.46,15.68
1982,11,26,24.74,12.94,11.8
1982,11,27,26.6,11.98,14.62
1982,11,28,24.97,10.23,14.74
1982,11,29,24.7,8.31,16.39
1982,11,30,25.5,8.57,16.93
1982,12,1,26.87,9.81,17.06
1982,12,2,28.15,11.22,16.93
1982,12,3,28.9,11.66,17.24
1982,12,4,28.66,13.41,15.24
1982,12,5,27.15,12.88,14.27
1982,12,6,26.26,11,15.26
1982,12,7,25.68,9.67,16.01
1982,12,8,27.14,10.9,16.24
1982,12,9,27.07,12.13,14.94
1982,12,10,28.9,12.19,16.71
1982,12,11,25.73,12.09,13.64
1982,12,12,24.24,10.58,13.66
1982,12,13,20.9,11.44,9.46
1982,12,14,25.95,11.62,14.34
1982,12,15,25.24,11.37,13.87
1982,12,16,27.15,13.62,13.55
1982,12,17,27,12.84,14.16
1982,12,18,27.99,11.35,16.64
1982,12,19,27.41,11.05,16.37
1982,12,20,27.18,12.96,14.22
1982,12,21,26.64,12.57,14.07
1982,12,22,26.38,9.44,16.94
1982,12,23,29.01,10.99,18.02
1982,12,24,27.15,13.21,13.95
1982,12,25,24.98,9.07,15.91
1982,12,26,24.65,8.55,16.11
1982,12,27,24.01,10.34,13.67
1982,12,28,27,11.72,15.28
1982,12,29,24.73,13.06,11.66
1982,12,30,22.93,8.84,14.09
1982,12,31,23.08,7.91,15.16
1983,1,1,24.53,9.37,15.17
1983,1,2,23.28,8.69,14.59
1983,1,3,22.26,6.73,15.54
1983,1,4,23.26,8.44,14.83
1983,1,5,22.15,6.87,15.28
1983,1,6,23.04,6.93,16.1
1983,1,7,24.69,8.69,16
1983,1,8,26.15,9.38,16.77
1983,1,9,24.25,10.68,13.57
1983,1,10,24.61,9.15,15.46
1983,1,11,22.95,6.58,16.37
1983,1,12,23.08,8.27,14.81
1983,1,13,22.9,6.99,15.91
1983,1,14,22.68,6.55,16.13
1983,1,15,25.92,7.03,18.89
1983,1,16,26.74,10.85,15.9
1983,1,17,26.37,10.26,16.11
1983,1,18,25.59,8.23,17.37
1983,1,19,25.92,8.13,17.79
1983,1,20,24.37,5.99,18.38
1983,1,21,24.84,7.48,17.37
1983,1,22,26.62,7.86,18.76
1983,1,23,26.22,12.65,13.58
1983,1,24,27.6,11.28,16.32
1983,1,25,28.69,12.6,16.09
1983,1,26,28.6,11.83,16.76
1983,1,27,28.65,11.85,16.8
1983,1,28,26,12.91,13.09
1983,1,29,26.37,12.45,13.91
1983,1,30,25.85,13.29,12.57
1983,1,31,25.11,9.82,15.29
1983,2,1,23.51,9.04,14.47
1983,2,2,25.2,9.9,15.3
1983,2,3,23.79,7.79,16
1983,2,4,22.88,5.65,17.23
1983,2,5,22.84,5.69,17.16
1983,2,6,25.09,8.32,16.77
1983,2,7,26.62,8.87,17.74
1983,2,8,26.94,12.1,14.84
1983,2,9,27.49,10.69,16.8
1983,2,10,27.66,9.22,18.45
1983,2,11,28.44,9.97,18.48
1983,2,12,28.33,9.4,18.93
1983,2,13,25.51,13.08,12.43
1983,2,14,32.3,13.58,18.71
1983,2,15,34.02,16.31,17.71
1983,2,16,32.96,16.83,16.14
1983,2,17,33.12,15.43,17.7
1983,2,18,31.62,15.44,16.18
1983,2,19,29.94,13.65,16.28
1983,2,20,29.83,13.06,16.77
1983,2,21,30.51,13.55,16.96
1983,2,22,30.79,14.63,16.16
1983,2,23,31.25,16.09,15.15
1983,2,24,32.81,15.05,17.77
1983,2,25,32.06,14.62,17.43
1983,2,26,30.09,14.37,15.72
1983,2,27,29.49,11.33,18.16
1983,2,28,33.08,13.62,19.45
1983,3,1,33.97,15.73,18.23
1983,3,2,37.23,15.03,22.2
1983,3,3,32.76,16.41,16.35
1983,3,4,34.09,16.62,17.47
1983,3,5,33.15,14.15,19
1983,3,6,31.51,13.23,18.29
1983,3,7,32.83,12.51,20.33
1983,3,8,35.11,15.01,20.09
1983,3,9,37.22,18.76,18.46
1983,3,10,38.55,18.91,19.64
1983,3,11,38.42,18.9,19.52
1983,3,12,38.07,19.6,18.47
1983,3,13,34.52,18.77,15.75
1983,3,14,38.12,17.76,20.35
1983,3,15,38.02,19.87,18.16
1983,3,16,34.52,17.33,17.19
1983,3,17,36.29,18.92,17.37
1983,3,18,38.64,18.37,20.27
1983,3,19,39.87,21.61,18.26
1983,3,20,39.14,23.24,15.9
1983,3,21,33.76,16.33,17.44
1983,3,22,31.34,14.25,17.09
1983,3,23,32.66,13.83,18.84
1983,3,24,34.56,13.97,20.6
1983,3,25,35.8,16.87,18.94
1983,3,26,39.78,20.12,19.66
1983,3,27,39.01,21.51,17.49
1983,3,28,38.48,19.9,18.59
1983,3,29,37.31,18.18,19.13
1983,3,30,36.33,16.28,20.05
1983,3,31,37.13,16.55,20.59
1983,4,1,39.37,18.7,20.67
1983,4,2,39.83,21.32,18.51
1983,4,3,38.86,21.26,17.6
1983,4,4,38.48,24.11,14.37
1983,4,5,40.23,24.51,15.72
1983,4,6,36.55,22.18,14.37
1983,4,7,39.5,22.3,17.2
1983,4,8,39.48,22.76,16.73
1983,4,9,40.13,21.92,18.21
1983,4,10,39.76,21.75,18.01
1983,4,11,37.26,21.9,15.37
1983,4,12,39.34,21.75,17.59
1983,4,13,38.25,23.95,14.3
1983,4,14,32.59,21.8,10.8
1983,4,15,24.56,20.4,4.16
1983,4,16,25.93,19.92,6.01
1983,4,17,29.84,19.36,10.48
1983,4,18,33.8,20.88,12.92
1983,4,19,34.89,21.93,12.95
1983,4,20,35.07,18,17.07
1983,4,21,35.83,17.84,17.98
1983,4,22,37.4,17.63,19.77
1983,4,23,40.1,21.53,18.57
1983,4,24,41.51,21.29,20.23
1983,4,25,41.49,23.87,17.62
1983,4,26,40.52,22.41,18.11
1983,4,27,41.51,24.02,17.48
1983,4,28,43.68,25.87,17.81
1983,4,29,43.35,24.65,18.7
1983,4,30,45.1,25.04,20.05
1983,5,1,43.9,25.93,17.98
1983,5,2,44.06,25.83,18.23
1983,5,3,41.66,24.73,16.94
1983,5,4,43.89,23.32,20.57
1983,5,5,44.4,25.83,18.56
1983,5,6,43.85,26.26,17.59
1983,5,7,43.98,28.65,15.32
1983,5,8,44.12,27.87,16.24
1983,5,9,44.04,27.35,16.69
1983,5,10,42.73,27.37,15.36
1983,5,11,40.62,26.9,13.73
1983,5,12,39.4,27.81,11.59
1983,5,13,38.98,25.29,13.7
1983,5,14,41.94,26.08,15.87
1983,5,15,43.93,29.06,14.87
1983,5,16,43.78,29.48,14.3
1983,5,17,44.92,28.45,16.48
1983,5,18,41.99,28.73,13.27
1983,5,19,42.08,28.8,13.29
1983,5,20,42.76,30.23,12.53
1983,5,21,42.58,29.23,13.36
1983,5,22,41.82,30.15,11.66
1983,5,23,41.1,28.83,12.27
1983,5,24,40.75,27.83,12.91
1983,5,25,41.24,25.54,15.7
1983,5,26,42.36,26.12,16.24
1983,5,27,43.12,26.9,16.22
1983,5,28,44.69,29.34,15.35
1983,5,29,44.74,31.56,13.17
1983,5,30,44.2,29.35,14.86
1983,5,31,43.71,28.14,15.57
1983,6,1,45.38,30.8,14.59
1983,6,2,46.48,30.8,15.68
1983,6,3,45.72,31.7,14.01
1983,6,4,45.94,29.41,16.52
1983,6,5,46.8,29.45,17.34
1983,6,6,46.94,28.46,18.48
1983,6,7,46.81,29.31,17.5
1983,6,8,46.68,30.15,16.53
1983,6,9,44.83,32.35,12.48
1983,6,10,43.37,29.2,14.17
1983,6,11,43.33,29.52,13.8
1983,6,12,42.53,31.62,10.91
1983,6,13,42.05,29.74,12.31
1983,6,14,41.19,30.73,10.45
1983,6,15,40.02,29.37,10.64
1983,6,16,42.65,29.43,13.23
1983,6,17,42.73,30.44,12.3
1983,6,18,41.83,29.33,12.5
1983,6,19,42.01,30.69,11.33
1983,6,20,40.22,30.42,9.8
1983,6,21,38.55,29.6,8.95
1983,6,22,42.87,30.24,12.62
1983,6,23,41.79,30.77,11.01
1983,6,24,41.88,28.98,12.9
1983,6,25,36.98,31.03,5.95
1983,6,26,37.32,28.73,8.58
1983,6,27,35.53,28.68,6.85
1983,6,28,34.69,27.62,7.07
1983,6,29,37.62,26.68,10.95
1983,6,30,33.18,28.54,4.64
1983,7,1,34.57,28.17,6.4
1983,7,2,36.15,27.16,8.99
1983,7,3,32.99,25.93,7.06
1983,7,4,36.39,26.48,9.91
1983,7,5,37.78,27.04,10.74
1983,7,6,32.93,27.79,5.14
1983,7,7,38.43,26.37,12.06
1983,7,8,40,26.48,13.52
1983,7,9,40.3,26.8,13.48
1983,7,10,36.9,27.8,9.1
1983,7,11,39,27.62,11.38
1983,7,12,39.54,28.12,11.41
1983,7,13,40.12,28.4,11.72
1983,7,14,40.8,28.86,11.95
1983,7,15,40.7,29.75,10.95
1983,7,16,40.98,30.37,10.61
1983,7,17,38.81,30.76,8.05
1983,7,18,36.67,30.37,6.3
1983,7,19,36.57,29.53,7.04
1983,7,20,36.5,28.51,7.99
1983,7,21,36.7,28.33,8.38
1983,7,22,37.51,27.19,10.32
1983,7,23,36.13,27.63,8.5
1983,7,24,35.51,27.44,8.07
1983,7,25,35.17,26.9,8.27
1983,7,26,35.52,26.66,8.87
1983,7,27,34.89,26.49,8.39
1983,7,28,30.75,26.43,4.33
1983,7,29,33.69,25.83,7.85
1983,7,30,31.87,26.8,5.07
1983,7,31,33.71,26.71,7
1983,8,1,33.8,26.29,7.5
1983,8,2,33.48,26.14,7.34
1983,8,3,34.22,26.04,8.18
1983,8,4,35.51,25.37,10.14
1983,8,5,33.05,26.33,6.71
1983,8,6,33.58,26.08,7.51
1983,8,7,29.67,25.65,4.02
1983,8,8,33.63,24.94,8.7
1983,8,9,33.94,24.67,9.27
1983,8,10,35.25,25.61,9.64
1983,8,11,35.15,25.64,9.52
1983,8,12,33.43,26.08,7.35
1983,8,13,35.2,25.77,9.43
1983,8,14,33.88,25.95,7.94
1983,8,15,33.94,26.01,7.94
1983,8,16,34.52,26.24,8.28
1983,8,17,34.8,26.13,8.66
1983,8,18,34.95,26.41,8.54
1983,8,19,33.23,26.18,7.05
1983,8,20,34.54,26.03,8.51
1983,8,21,33.28,26.3,6.98
1983,8,22,34.12,26.15,7.97
1983,8,23,33.64,26.75,6.89
1983,8,24,32.61,26.13,6.48
1983,8,25,31.42,25.33,6.09
1983,8,26,30.44,25.72,4.72
1983,8,27,32.62,25.56,7.05
1983,8,28,33.8,25.56,8.23
1983,8,29,32.95,25.09,7.86
1983,8,30,34.4,25.48,8.93
1983,8,31,34,27.12,6.88
1983,9,1,32.51,26.32,6.2
1983,9,2,33.78,25.62,8.16
1983,9,3,34.6,25.23,9.37
1983,9,4,34.09,25.19,8.9
1983,9,5,34.13,25.38,8.75
1983,9,6,33.8,25.5,8.3
1983,9,7,32.77,25.8,6.98
1983,9,8,32.23,25.31,6.93
1983,9,9,34.21,25.4,8.81
1983,9,10,33.43,25.84,7.59
1983,9,11,32.46,25.51,6.95
1983,9,12,33.53,25.7,7.83
1983,9,13,33.51,26,7.51
1983,9,14,36.63,25.35,11.28
1983,9,15,35.68,26.9,8.77
1983,9,16,35.19,25.73,9.47
1983,9,17,30.88,25.25,5.63
1983,9,18,29.2,25.65,3.55
1983,9,19,33.13,24.88,8.26
1983,9,20,33.4,24.89,8.51
1983,9,21,33.5,25.94,7.56
1983,9,22,31.26,25.87,5.39
1983,9,23,33.48,24.76,8.71
1983,9,24,34.98,23.89,11.09
1983,9,25,33.21,24.88,8.33
1983,9,26,33.27,25.23,8.04
1983,9,27,31.84,25.11,6.73
1983,9,28,33.7,24.8,8.9
1983,9,29,33.17,25.97,7.2
1983,9,30,33.31,24.99,8.32
1983,10,1,31.06,24.86,6.2
1983,10,2,30.9,24.88,6.02
1983,10,3,32.08,24.5,7.59
1983,10,4,32.11,23.99,8.12
1983,10,5,33.01,24.31,8.7
1983,10,6,33.44,25.68,7.77
1983,10,7,34.35,25.24,9.12
1983,10,8,33.25,26.16,7.08
1983,10,9,32.07,23.65,8.41
1983,10,10,31.57,22.28,9.29
1983,10,11,31.72,23.13,8.59
1983,10,12,30.66,21.48,9.17
1983,10,13,31.94,19.26,12.67
1983,10,14,32.45,19.51,12.95
1983,10,15,33.23,19.87,13.36
1983,10,16,32.73,19.59,13.14
1983,10,17,31.98,16.98,15
1983,10,18,31.66,17.07,14.59
1983,10,19,31.4,16.28,15.12
1983,10,20,32.33,16.26,16.07
1983,10,21,32.76,16.33,16.43
1983,10,22,31.57,17.75,13.82
1983,10,23,30.9,20.53,10.38
1983,10,24,32.31,19.74,12.57
1983,10,25,30.55,15.04,15.52
1983,10,26,31.05,14.54,16.51
1983,10,27,29.8,14.6,15.2
1983,10,28,29.92,13.19,16.73
1983,10,29,30.32,13.46,16.85
1983,10,30,31.37,17.05,14.31
1983,10,31,31.51,16.28,15.23
1983,11,1,32.17,18.29,13.88
1983,11,2,31.24,16.58,14.66
1983,11,3,30.44,14.44,15.99
1983,11,4,30.24,14.44,15.8
1983,11,5,30.87,15.12,15.75
1983,11,6,30.8,15.2,15.6
1983,11,7,30.46,14.4,16.05
1983,11,8,29.76,14.75,15.02
1983,11,9,30.23,12.64,17.59
1983,11,10,29.65,12.02,17.63
1983,11,11,29.07,10.8,18.27
1983,11,12,28.97,10.5,18.48
1983,11,13,28.7,10.29,18.41
1983,11,14,29.39,10.71,18.68
1983,11,15,29.67,10.99,18.68
1983,11,16,29.15,11.72,17.43
1983,11,17,29.22,11.13,18.09
1983,11,18,29.08,12.23,16.84
1983,11,19,29.13,11.28,17.85
1983,11,20,28.37,11.84,16.52
1983,11,21,27.84,12.64,15.2
1983,11,22,27.58,12.09,15.49
1983,11,23,28.3,11.98,16.33
1983,11,24,28.08,12.23,15.85
1983,11,25,28.2,14.08,14.12
1983,11,26,27.43,12.16,15.27
1983,11,27,26.9,11.88,15.02
1983,11,28,26.79,10.42,16.38
1983,11,29,27.02,9.53,17.49
1983,11,30,27.06,12.45,14.61
1983,12,1,27.28,12.94,14.34
1983,12,2,27.5,12.41,15.09
1983,12,3,27.12,12.96,14.16
1983,12,4,26.87,13.23,13.64
1983,12,5,25.36,11,14.36
1983,12,6,25.3,8.98,16.31
1983,12,7,25.76,7.55,18.23
1983,12,8,25.37,8.3,17.05
1983,12,9,25.48,11.83,13.63
1983,12,10,22.66,12.36,10.3
1983,12,11,26.5,9.73,16.77
1983,12,12,26.69,10.8,15.89
1983,12,13,26.01,11.15,14.86
1983,12,14,26.8,10.76,16.05
1983,12,15,27.78,12.3,15.48
1983,12,16,27.46,9.64,17.82
1983,12,17,27.5,11.82,15.68
1983,12,18,27.34,11.17,16.17
1983,12,19,28.97,12.48,16.49
1983,12,20,28.9,12.9,16
1983,12,21,29.24,13.38,15.87
1983,12,22,28.73,13.81,14.91
1983,12,23,29.37,14.48,14.9
1983,12,24,28.53,13.16,15.37
1983,12,25,24.26,14.19,10.09
1983,12,26,22.85,14.96,7.89
1983,12,27,21.66,10.46,11.2
1983,12,28,23.44,8.59,14.84
1983,12,29,23.7,7.23,16.48
1983,12,30,22.42,8.73,13.69
1983,12,31,23.12,7.66,15.46
1984,1,1,23.83,8.47,15.37
1984,1,2,15.63,10.57,5.06
1984,1,3,23.62,9.95,13.66
1984,1,4,23.97,9.4,14.57
1984,1,5,23.67,8.85,14.82
1984,1,6,25.26,12.5,12.76
1984,1,7,26.55,13.17,13.38
